data,turno,premio1,premio2,premio3,premio4,premio5,premio6,premio7,premio8,premio9,premio10
05/06/2018,14:00,9818,8074,5920,2827,5557,6975,9969,7528,9499,0528
04/06/2018,19:00,5400,5825,4200,6567,5096,9514,5192,8672,8537,3490
04/06/2018,14:00,0414,7157,3972,5865,0856,8688,3439,3905,7429,6112
02/06/2018,19:00,6070,1662,9188,2600,3970,8663,6091,9145,8350,4183
02/06/2018,14:00,7190,9782,2916,9687,1661,5331,8345,5163,7087,4499
01/06/2018,19:00,2502,5634,8392,7883,3183,0597,7635,9734,2588,8567
01/06/2018,14:00,6922,5873,9856,2067,8982,4556,1205,4246,5379,5942
30/05/2018,19:00,4242,8851,5204,5996,7608,7137,8777,5791,9263,1343
30/05/2018,14:00,6850,1303,9209,2071,1729,9317,5876,1680,5249,9585
29/05/2018,19:00,7581,5030,7843,7867,4768,6650,5927,8810,5565,5903
29/05/2018,14:00,2362,9588,4719,6926,6795,8636,2407,3442,3683,7592
28/05/2018,19:00,2484,5324,6388,6374,0306,4714,3037,9036,7956,5036
28/05/2018,14:00,4039,6325,0012,4788,7366,9971,6519,2067,4270,8601
26/05/2018,19:00,8671,9175,3667,6896,7794,4645,8424,1903,6241,1288
26/05/2018,14:00,4486,7012,7769,3115,4718,1862,3279,4931,7934,3536
25/05/2018,19:00,9171,9487,2387,2407,2878,5040,1014,6726,7660,7731
25/05/2018,14:00,6078,8172,9666,4319,0935,7779,0002,7497,4035,8877
24/05/2018,19:00,9633,4400,1001,4493,1653,2803,1344,2874,9941,7287
24/05/2018,14:00,2089,0997,0239,8040,0527,6956,2402,7052,7895,3827
23/05/2018,19:00,8045,5922,9029,4079,7877,0982,3423,2335,7482,0424
23/05/2018,14:00,3967,7425,5427,1291,8392,9159,5384,5337,5538,4895
22/05/2018,19:00,8682,4426,0877,2901,8050,3354,1429,1595,0053,5379
22/05/2018,14:00,5152,4808,8456,1674,5390,6368,4603,0889,4045,8601
21/05/2018,19:00,2162,0213,7523,8780,1342,2144,3002,5020,8265,9975
21/05/2018,14:00,3338,5923,3675,4873,8915,7594,6592,2700,7754,2345
19/05/2018,19:00,4881,8141,3436,8727,3522,4074,4857,1885,7241,3390
19/05/2018,14:00,9894,7242,0337,0066,0392,9276,3362,4120,9779,8075
18/05/2018,19:00,5550,7012,2219,6776,6953,7350,4072,9823,0206,7475
18/05/2018,14:00,1334,4701,8309,5526,1537,1505,8981,3369,3182,7727
17/05/2018,19:00,3974,2412,8036,3488,3730,9235,8437,9658,9239,2268
17/05/2018,14:00,6490,3084,8365,6841,2737,4743,2737,6068,4514,3866
16/05/2018,19:00,9413,2433,0930,3432,8645,8516,2866,4754,9248,1428
16/05/2018,14:00,2260,8662,9671,7133,2495,3210,7897,0290,1969,4065
15/05/2018,19:00,9040,2741,7701,0562,0762,6905,3461,9653,4489,0001
15/05/2018,14:00,1728,5548,6541,3163,2954,3155,8673,2737,7725,2840
14/05/2018,19:00,1795,3462,3056,5456,6657,1536,5127,4791,7167,2041
14/05/2018,14:00,2670,9669,3695,0779,5166,3972,0834,8264,5856,2011
12/05/2018,19:00,2437,6194,8652,2212,8411,8042,6354,1198,7067,2469
12/05/2018,14:00,5948,0878,6140,8657,6785,5827,7316,6759,0871,4073
11/05/2018,19:00,9737,7939,2582,2095,8775,0169,7824,7735,2478,5920
11/05/2018,14:00,1314,3424,9429,0339,6762,2561,1839,4012,0864,1240
10/05/2018,19:00,8317,3862,7670,1263,0493,4506,3157,3821,5842,5371
10/05/2018,14:00,0679,1075,3105,7880,7363,2095,2322,4567,6687,5544
09/05/2018,19:00,9358,4343,0114,8037,3178,3218,9680,1815,4613,5759
09/05/2018,14:00,6198,0927,9016,9341,0083,5913,3906,2582,0683,1168
08/05/2018,19:00,9853,1043,2811,9616,4478,7292,5703,8674,7235,3573
08/05/2018,14:00,7538,2405,3786,4614,3799,1925,7175,2710,3889,9872
07/05/2018,19:00,8017,4378,1941,1092,3766,6701,5740,1673,0643,1513
07/05/2018,14:00,3100,0415,3458,6609,6288,9765,0623,7157,7723,2523
05/05/2018,19:00,1278,8807,8389,5077,5442,7820,5246,2492,7045,0536
05/05/2018,14:00,7474,4199,8961,9569,9115,7671,6718,7066,4535,8521
04/05/2018,19:00,0452,4936,3152,9387,1453,8011,1714,8717,2396,7175
04/05/2018,14:00,2584,8553,7207,2254,1317,1492,2796,8301,1648,7371
03/05/2018,19:00,5786,9370,0874,3549,1002,8924,4028,0972,4617,4436
03/05/2018,14:00,6518,9898,4195,6951,5351,0174,3299,8310,0927,5962
02/05/2018,19:00,6323,6730,2757,0553,3005,8385,8282,1183,3128,3654
02/05/2018,14:00,9754,2879,2955,2483,8522,4166,4799,9236,0908,5337
30/04/2018,19:00,8996,9886,0867,3429,2603,0009,5295,9562,5553,0505
30/04/2018,14:00,0517,2539,9950,7109,1155,8273,1897,1423,5547,4112
28/04/2018,19:00,5173,1364,6968,0154,4194,1881,6833,1343,9080,6394
28/04/2018,14:00,0611,0393,3003,7533,5363,9136,0479,7433,8914,9141
27/04/2018,19:00,8650,2429,9696,6843,8923,6070,4831,7355,0416,5020
27/04/2018,14:00,7661,3696,4674,1907,9327,8751,9652,1938,7386,1960
26/04/2018,19:00,0507,8066,1400,6135,0181,0849,3979,1261,5789,2365
26/04/2018,14:00,6903,9612,0308,0432,2647,0417,5118,9350,9276,0775
25/04/2018,19:00,7703,9990,6191,9256,6448,5965,1842,2055,4512,7854
25/04/2018,14:00,6960,7664,6392,9576,7671,6048,1322,8970,7794,3019
24/04/2018,19:00,3655,5094,5588,8505,1681,5120,4075,6371,1886,7278
24/04/2018,14:00,3061,7175,7221,2290,1330,6839,6717,5265,2273,0138
23/04/2018,19:00,0159,7737,7739,5209,5502,1927,5627,8506,1183,2704
23/04/2018,14:00,4660,7614,8901,6540,0991,8508,6062,2286,0110,0135
20/04/2018,19:00,9516,5357,0512,2127,3741,2032,5564,5727,9706,8883
20/04/2018,14:00,2328,1053,1114,4232,9115,7253,0793,0196,9656,1369
19/04/2018,19:00,4822,4431,5954,1402,6382,6940,8657,6310,1142,6105
19/04/2018,14:00,8484,6705,9063,7319,5250,2165,0898,3683,2216,5318
18/04/2018,19:00,8424,8615,5766,6071,6673,8937,7029,6755,8154,8701
18/04/2018,14:00,8575,3774,9829,1766,8597,7027,4040,9103,6958,4530
17/04/2018,19:00,0502,0315,2890,2552,8905,8874,6891,0705,7227,0571
17/04/2018,14:00,1519,2699,0457,1399,0638,0199,2566,1561,9018,9532
16/04/2018,19:00,5702,7585,9040,8109,2090,1452,8792,2381,4956,3178
16/04/2018,14:00,1385,4007,1434,3642,5355,0445,3919,4489,9588,5046
14/04/2018,19:00,0364,0906,8880,0695,6554,4341,7894,4132,1244,8256
14/04/2018,14:00,4280,4958,6734,3448,6630,1677,1414,7879,6655,8438
13/04/2018,19:00,7478,6716,6029,9710,2074,5036,0819,7695,8867,7395
13/04/2018,14:00,5393,0903,3872,0590,3205,8798,9258,7199,9432,9912
12/04/2018,19:00,1179,5746,8685,5871,4829,8137,3733,8610,1386,3463
12/04/2018,14:00,6313,4044,6115,0875,9179,2691,0341,4531,8831,3400
11/04/2018,19:00,9395,4259,4401,0833,9211,3984,8398,3587,4809,1550
11/04/2018,14:00,0046,2055,1913,9335,3742,3889,8986,6299,1149,7756
10/04/2018,19:00,5347,9288,3396,3650,2363,2463,8779,9262,4615,4254
10/04/2018,14:00,6402,1803,2393,1168,1073,7023,4304,0725,3117,2319
09/04/2018,19:00,4307,4581,2756,9547,7685,9456,6273,6885,0392,4738
09/04/2018,14:00,6959,6712,4934,8759,5134,1470,9140,9268,9015,6285
07/04/2018,19:00,4676,5584,1645,0181,6305,7630,2992,8595,7078,3634
07/04/2018,14:00,0725,8800,5531,5505,1175,8677,1139,5932,5887,7292
06/04/2018,19:00,0159,8571,9740,2757,2659,8104,5112,4807,2355,9003
06/04/2018,14:00,3105,6193,2491,0813,4984,7046,3594,7321,8890,9480
05/04/2018,19:00,2521,4981,3478,5925,1392,7409,0409,8890,4629,5766
05/04/2018,14:00,8978,8125,8708,1259,8925,7071,0761,4445,0039,4245
04/04/2018,19:00,4212,2766,1067,4672,6516,3499,6588,1921,6822,2011
04/04/2018,14:00,4044,1446,2281,8739,4994,5797,6520,4817,5893,4686
03/04/2018,19:00,8174,8751,8865,8041,7066,7724,7493,9107,2849,8739
03/04/2018,14:00,0117,0364,7141,6290,5260,4131,6189,1637,9619,2569
02/04/2018,19:00,3577,4364,6907,7425,5845,7527,1173,3554,2140,9015
02/04/2018,14:00,1386,3441,5016,3528,9146,7577,2368,0133,8249,8937
31/03/2018,19:00,2672,0519,2486,5070,5224,1651,3627,0352,1946,0862
31/03/2018,14:00,8668,6630,9934,6481,8408,9694,2029,0598,0947,3819
29/03/2018,19:00,0720,5778,3708,1132,7409,1127,8152,1268,1642,5413
29/03/2018,14:00,3629,3155,8528,6742,5370,2889,4004,1101,2530,8099
28/03/2018,19:00,9027,9932,3748,6059,3248,9549,2049,7494,1471,3551
28/03/2018,14:00,5091,8372,9005,9087,8230,7681,8479,8258,8683,7190
27/03/2018,19:00,3624,5731,5537,0237,5980,5995,0124,8527,0796,8972
27/03/2018,14:00,7708,7685,7620,3010,1485,9054,9438,3153,2443,1313
26/03/2018,19:00,8683,6229,7618,7912,1251,5442,3052,2457,7662,1640
26/03/2018,14:00,4310,9076,2551,5298,2571,9624,0937,8949,5971,2214
24/03/2018,19:00,5002,8289,1924,4094,6650,0156,7655,9228,8194,9469
24/03/2018,14:00,1351,6563,7156,1992,2989,9817,3396,7275,6999,6779
23/03/2018,19:00,1746,9822,8290,6206,7851,5162,1140,3487,9459,8010
23/03/2018,14:00,3540,7015,9742,8651,9809,3662,4234,8407,7155,3553
22/03/2018,19:00,0483,7773,9628,5824,8835,1440,5451,1787,0941,1701
22/03/2018,14:00,2658,9504,9626,4619,8079,3317,1697,4603,8410,8060
21/03/2018,19:00,2713,7878,0863,4980,6160,7009,9363,8065,3414,6703
21/03/2018,14:00,7088,5541,9234,9005,1825,1792,6020,6525,3549,3066
20/03/2018,19:00,2585,2032,9071,2787,1322,6883,7100,9666,1462,0761
20/03/2018,14:00,0944,3243,7087,7540,3146,4007,1537,3425,9488,7820
17/03/2018,19:00,6345,8967,7852,3484,0587,6289,5393,0701,0629,2722
17/03/2018,14:00,6931,8516,2878,6278,5698,2419,8571,0076,8649,6152
16/03/2018,19:00,7012,7395,1706,3761,1604,4399,3065,9358,2186,5314
16/03/2018,14:00,7961,5649,9124,7207,6926,5904,3604,0217,1871,7106
15/03/2018,19:00,2160,3917,6760,1928,4144,0543,5407,7077,3821,6316
15/03/2018,14:00,9915,3741,7617,7679,5861,3532,7038,8965,0940,6179
14/03/2018,19:00,2204,3615,9967,6940,3615,0996,6811,2975,0012,7301
14/03/2018,14:00,5909,4521,9958,8184,0798,5119,6319,5158,4199,6525
13/03/2018,19:00,9030,1744,3948,4630,4404,9470,8135,5157,3734,3342
13/03/2018,14:00,8029,9684,5576,1171,9971,9245,6651,3410,9160,8401
12/03/2018,19:00,1957,5788,5071,5014,7157,3814,8029,5205,9879,0066
12/03/2018,14:00,5475,3078,3421,8010,9149,1409,9860,6707,5604,6613
10/03/2018,19:00,3302,4154,2115,5827,9775,6250,6521,5025,4825,0026
10/03/2018,14:00,8318,8743,9022,0740,9195,2822,2631,2184,1057,8369
09/03/2018,19:00,1793,5367,5303,6494,8109,3537,9757,7360,6530,4057
09/03/2018,14:00,7378,1987,3257,7048,2289,4792,4242,7798,6637,7208
17/02/2018,19:00,4836,8944,8732,3708,7291,7991,8675,7036,5526,8876
17/02/2018,14:00,7368,1955,7659,4775,6512,2074,6577,1877,0790,6438
16/02/2018,19:00,1404,1742,4319,6856,4243,6785,4029,4159,6109,3331
16/02/2018,14:00,3321,1951,6197,3871,7774,3919,0369,4033,3519,0260
08/03/2018,19:00,9401,2684,6621,7593,9199,4836,6141,4783,7641,1587
08/03/2018,14:00,3565,4363,0805,1066,5058,4740,4767,5106,3952,8496
07/03/2018,19:00,9108,2973,2395,5746,1124,5155,2518,6798,0863,9955
07/03/2018,14:00,3093,4912,8552,6738,3287,4941,5982,7571,9670,5335
06/03/2018,19:00,5766,1779,1367,1647,8277,4122,2200,3570,4317,3798
06/03/2018,14:00,3430,9517,7813,7729,8998,5405,8794,1562,2706,8658
05/03/2018,19:00,6584,7105,0160,3931,7094,1349,4737,7548,5576,4692
05/03/2018,14:00,4004,0922,7691,5120,8006,4558,8523,7440,7783,7389
03/03/2018,19:00,8752,3311,8333,8745,4909,3128,6092,8289,6530,2020
03/03/2018,14:00,2254,0387,5859,8180,0464,0800,0532,1976,6859,2085
02/03/2018,19:00,7359,6072,1527,0313,0740,7388,1225,9540,7467,2767
02/03/2018,14:00,6601,1552,8184,6636,8082,4051,7667,5965,7816,6822
01/03/2018,19:00,7571,8955,1922,4578,9638,0697,4419,5397,3841,5630
01/03/2018,14:00,7250,1714,5175,8426,2548,5951,5002,1967,0273,6206
28/02/2018,19:00,9478,3422,1360,3048,1905,0350,2541,7850,1122,7877
28/02/2018,14:00,8778,5906,6283,3433,7081,1901,3661,9532,5534,5500
27/02/2018,19:00,8503,4970,9550,9599,2434,1928,0862,9973,0591,4645
27/02/2018,14:00,5448,2202,4172,0587,4735,6051,2668,1658,4467,1877
26/02/2018,19:00,7412,2740,1580,3655,2267,9730,4859,8056,7980,9899
26/02/2018,14:00,5297,4615,9252,5911,7672,2092,1565,8167,9610,9128
24/02/2018,19:00,4325,8077,6989,4666,2671,6981,3261,3979,9431,0976
24/02/2018,14:00,3253,4589,8653,9757,4026,5383,9411,3644,7794,3644
23/02/2018,19:00,1612,9113,1855,4753,2517,3875,2130,1637,4765,9190
23/02/2018,14:00,8071,5866,0675,1295,7474,9533,6935,7016,1622,8424
22/02/2018,19:00,4493,4615,0440,1396,4049,4589,3422,2273,4309,6912
22/02/2018,14:00,9890,2175,0208,9587,5940,9901,2846,8475,0024,3920
21/02/2018,19:00,9152,1644,6514,1105,5865,4049,0477,4241,4569,7711
21/02/2018,14:00,1874,0196,8062,0324,9427,4232,2149,0290,5642,8825
20/02/2018,19:00,6548,9015,2062,8562,7792,1742,2067,9639,2211,3563
20/02/2018,14:00,7835,2391,4949,5547,8136,8421,9304,6041,0628,6028
19/02/2018,19:00,5109,4404,8246,7708,4743,2500,0807,8736,0759,0463
19/02/2018,14:00,0272,2845,0366,1404,0917,7109,7086,0436,9731,8908
15/02/2018,19:00,0761,4602,4215,0089,5169,0882,7099,0832,9936,2574
15/02/2018,14:00,9147,6391,7470,7948,8839,7550,7713,9694,6110,3337
14/02/2018,19:00,3805,7586,4750,7376,3599,1152,3976,7898,7530,2104
14/02/2018,14:00,5842,2196,3952,1974,7186,5770,8714,3683,2849,5380
10/02/2018,19:00,2903,0772,1649,8926,7836,7377,5652,7216,4281,1637
10/02/2018,14:00,2383,8102,7565,0622,5763,8679,4862,2969,4019,0647
09/02/2018,19:00,0748,4542,4268,2191,0781,9679,5731,4743,3484,8196
09/02/2018,14:00,6976,3960,8332,6642,4600,1808,1377,7111,8381,8652
08/02/2018,19:00,5179,5438,5874,3691,8674,7224,2470,6247,5964,5917
08/02/2018,14:00,2070,1761,0345,6106,2862,8053,4754,2317,4835,8914
07/02/2018,19:00,9294,6028,4664,5851,0616,2219,1756,1507,7168,2896
07/02/2018,14:00,6935,3054,5431,6392,9082,4114,7403,5321,5196,9338
06/02/2018,19:00,7332,7896,1746,0572,6413,8703,9024,8870,8861,1893
06/02/2018,14:00,9085,1408,2104,9069,2223,4240,2560,6168,2653,2611
05/02/2018,19:00,7922,4516,5209,9121,5126,8233,3727,8611,3480,6308
05/02/2018,14:00,9046,9379,6183,0964,3159,0928,1377,8855,8195,5288
03/02/2018,19:00,8767,3728,0307,1069,9177,5755,5822,1344,5385,7386
03/02/2018,14:00,1014,3382,0096,4316,1108,0937,6397,7066,5267,5934
02/02/2018,19:00,7863,4181,3099,5252,2295,6354,8084,1565,7665,5406
02/02/2018,14:00,8702,6621,4730,5726,6231,9887,1223,5603,6900,3384
01/02/2018,19:00,9635,7906,4796,5843,9522,0204,1095,7467,4313,0362
01/02/2018,14:00,3040,1050,8253,5320,5128,6343,4177,6684,7758,2581
31/01/2018,19:00,1123,2367,8800,0628,4430,7510,5032,5270,2064,2910
31/01/2018,14:00,8481,7415,4347,6000,6843,4864,2165,4528,2735,6932
30/01/2018,19:00,0095,5058,0956,6013,2329,1622,9089,2760,0737,3315
30/01/2018,14:00,4192,8848,1235,8955,4229,7308,7219,5895,3863,8355
29/01/2018,19:00,8397,0079,4901,2356,0521,3331,5970,4145,6120,4165
29/01/2018,14:00,2824,6370,0498,5185,9847,7703,1649,0163,4735,1810
27/01/2018,19:00,9725,1731,8525,5743,4071,5662,6040,2338,3416,1875
27/01/2018,14:00,7561,8611,5421,4890,8332,4043,2944,4473,9660,7858
26/01/2018,19:00,5862,4765,1122,5543,2981,0165,5303,4051,4631,3772
26/01/2018,14:00,0406,0533,6508,9033,2965,8679,0850,1564,1105,1347
25/01/2018,19:00,7586,2125,8062,3978,5381,5498,3009,9715,7455,8183
25/01/2018,14:00,8857,3506,3024,9888,9436,7090,6222,2473,7023,4516
24/01/2018,19:00,2699,8316,3096,6254,7975,7517,9514,3767,4849,1929
24/01/2018,14:00,0927,6610,6413,6913,9162,9829,7075,4499,0796,0891
23/01/2018,19:00,0382,2437,2822,9692,1991,2195,1181,0754,7391,1629
23/01/2018,14:00,4275,7104,0026,7175,7894,0333,7290,0905,0979,2445
22/01/2018,19:00,7525,6357,3144,2464,0150,8205,2867,9968,9905,0308
22/01/2018,14:00,9715,0409,4739,0100,9108,8472,8146,0221,8126,4571
20/01/2018,19:00,3131,4486,3871,1142,8129,3761,6834,5112,8057,5363
20/01/2018,14:00,8954,6015,7690,5425,7140,9296,1081,4949,6666,0815
19/01/2018,19:00,1356,4408,1292,4381,0663,1506,8341,1044,1250,4546
19/01/2018,14:00,9696,9583,6433,9185,1956,1566,5030,9975,6587,3061
18/01/2018,19:00,9661,3289,6413,7762,5436,5074,4397,3793,1008,8724
18/01/2018,14:00,0986,8964,9278,9066,0310,8608,4978,5441,3188,0369
17/01/2018,19:00,9493,4912,8797,5084,3335,7339,1666,7342,9757,8065
17/01/2018,14:00,6824,6759,3836,5469,3997,4303,0106,2015,7578,2889
16/01/2018,19:00,3585,9096,9843,9814,8709,1804,2739,7312,8427,3558
16/01/2018,14:00,9464,1538,9179,6424,0729,8291,4975,5387,0281,2037
15/01/2018,19:00,0796,2908,1277,4948,8832,7262,7557,3005,4876,2523
15/01/2018,14:00,2668,7072,4273,2671,5467,5452,9077,6202,4754,5596
13/01/2018,19:00,0469,4570,5302,3649,5973,9859,5921,7511,8413,3032
13/01/2018,14:00,1513,8933,2395,2700,8503,6379,2737,4333,5004,0724
12/01/2018,19:00,9494,1854,0091,7046,4265,4182,3341,2454,8637,5807
12/01/2018,14:00,3498,3323,1545,4037,5716,3508,8187,2810,7963,3660
11/01/2018,19:00,6670,8199,3154,1426,7042,2084,6305,1595,5741,0830
11/01/2018,14:00,7658,9079,8947,2154,4494,9996,9994,1689,9823,6258
10/01/2018,19:00,8909,6497,9754,5890,2548,7213,0727,8457,5177,5080
10/01/2018,14:00,8553,4790,2933,7784,1583,3708,1253,8171,1315,0081
09/01/2018,19:00,8448,6020,4354,1219,4762,3080,7057,7825,8971,4022
09/01/2018,14:00,5143,9217,2686,5499,4623,2433,9241,6123,4161,4731
08/01/2018,19:00,5933,1455,7508,1764,2118,7181,2381,4537,7700,9751
08/01/2018,14:00,3886,4150,4704,9346,0061,5783,0108,0407,7576,3808
06/01/2018,19:00,0434,8829,6563,0119,3081,2375,6336,3564,6108,4599
06/01/2018,14:00,0685,0210,3604,0606,6745,6143,4984,0286,8113,1562
05/01/2018,19:00,7235,3620,8097,8327,3644,5258,3804,4875,8051,6417
05/01/2018,14:00,7930,3630,1948,1497,7575,8320,3970,6124,6638,4546
04/01/2018,19:00,2799,5286,9277,0702,7627,8349,2713,4410,9880,1493
04/01/2018,14:00,4921,7686,9563,6832,6969,3009,0473,2944,6817,2136
03/01/2018,19:00,9437,6015,2143,2073,1112,3851,5144,4288,4686,6160
03/01/2018,14:00,0819,9747,7164,3708,1364,8495,7169,0362,2058,6833
02/01/2018,19:00,4426,3740,4701,8790,8820,9126,6969,0571,3550,7516
02/01/2018,14:00,0262,2925,1378,0350,3765,1591,9703,4228,5585,0323
